id,year,year_precision,country,category,event_type,claim_text,source,source_class,status,notes,verified_batch
US-1958-5,1958,exact,US,innovation,commercial-deployment,"The Boeing 707 enters commercial service with Pan Am, inaugurating the jet age of mass commercial air travel.",Standard aviation histories,encyclopedic,ESTABLISHED,"Provenance: verification-batch-3-proposal, author-approved. Anchor chosen = commercial-deployment (26 Oct 1958, Pan Am NY-Paris), the jet-age inauguration; prototype first flight (20 Dec 1957) is the alternative anchor (rationale in log). Queues for verification.",4
US-1959-1,1959,exact,US,innovation,commercial-deployment,"The Xerox 914, the first successful plain-paper office copier, is introduced, commercializing xerography at scale.",Standard histories of office technology,encyclopedic,ESTABLISHED,"Provenance: verification-batch-4-proposal, author-approved. Introduced 16 Sept 1959 (Haloid Xerox). Two-anchor: the commercial-deployment anchor of xerography, distinct from the 1938 invention anchor (US-1938-1) - cross-referenced both ways. Queues for verification.",5
US-1961-2,1961,exact,US,innovation,commercial-deployment,"The first Unimate industrial robot is installed on a General Motors assembly line (Ewing Township, New Jersey), inaugurating industrial robotics.",Standard histories of robotics,encyclopedic,ESTABLISHED,"Provenance: verification-batch-4-proposal, author-approved. First deployment 1961 (Unimation, Inc.; Devol/Engelberger). Queues for verification.",5
CN-1969-1,1969,exact,China,infrastructure,completion,"The Red Flag Canal, a ~1,500 km hand-built irrigation system diverting the Zhang River through the Taihang Mountains at Linzhou (Lin County), Henan, is completed.",Standard histories of PRC water conservancy,encyclopedic,ESTABLISHED,"Provenance: verification-batch-4-proposal, author-approved. Main canal completed 1965; full system 1969 (anchor). Era context: initiated ~1960 and built by hand through the hard post-Great-Leap years (81 workers died). The official narrative is heavily mythologized (a self-reliance model) and its magnitude claims (e.g. 'tenfold food production') are official - INDEPENDENT SCHOLARSHIP REQUIRED and event/magnitude split to be applied at verification. Queues for verification. || Verification (batch 5): ESTABLISHED (completion event, via Springer + IWA academic). The 'tenfold food production' magnitude and 'Eighth Wonder / self-reliance spirit' framing are state-mythologized and caveated (event/magnitude split); the physical completion (1969) is the anchor. Era context noted.",5
US-1971-5,1971,exact,US,innovation,milestone,"Ray Tomlinson sends the first networked email across ARPANET, establishing the user@host addressing convention.",Standard histories of computing,encyclopedic,ESTABLISHED,"Provenance: verification-batch-5-proposal, author-approved. Late 1971 (BBN engineer); the '@' addressing convention. Queues for verification. Verified batch 6: late 1971, BBN engineer Ray Tomlinson; established the user@host convention across ARPANET.",6
CN-1974-2,1974,exact,China,innovation,commercial-deployment,"China commissions its first nuclear-powered submarine (Type 091 'Long March 1'), the first indigenously built nuclear attack submarine in Asia.",Standard naval/defense references,encyclopedic,ESTABLISHED,"Provenance: verification-batch-5-proposal, author-approved. Anchor: commissioning 1 Aug 1974 (hull 401). A military vessel, recorded as an engineering/technology achievement (peer to the USS Nautilus, US-1954-1, coded innovation). PLA/state sourcing is interested-party by definition, so INDEPENDENT naval/defense scholarship carries the standard at verification. Queues for verification. Verified batch 6 via INDEPENDENT naval scholarship (PLA/state sourcing set aside as interested-party): commissioned 1 Aug 1974 (hull 401, 'Long March 1'); first indigenously built nuclear attack submarine in Asia.",6
US-1974-1,1974,exact,US,innovation,commercial-deployment,"The first UPC barcode is scanned on a commercial product (a pack of gum at a Marsh supermarket, Troy, Ohio), inaugurating automated retail scanning.",Standard histories of retail technology,encyclopedic,ESTABLISHED,"Provenance: verification-batch-5-proposal, author-approved. 26 Jun 1974. Queues for verification. Verified batch 6: 26 Jun 1974, Marsh supermarket, Troy OH (pack of Wrigley's gum).",6
CN-1932-1,1932,circa,China,industrial,milestone,"By ~1932 the Rong family's Shenxin cotton mills were China's largest industrial employer (~31,700 workers across nine mills, roughly a fifth of Chinese-owned spindles); with the Maoxin/Fuxin flour mills the Rong group was the country's largest private industrial enterprise - the 'flour and textile kings'.",Harvard Business School case 'The Rong Family: Business Strategies and Survival in Modern China' (308-066),independent-academic|encyclopedic,ESTABLISHED,"Provenance: straggler-sweep, author-approved CONVERT from CN-1930-1 (diffuse). Anchor: the ~1932 largest-industrial-employer status (~31,717 workers). Verified via the straggler ritual: independent-academic (HBS case 308-066) gives the 1932 figure; corroborated by scholarship on Rong Zongjing/Desheng and the Shenxin group. year_precision=circa (status held across the early 1930s peak).",straggler
CN-1938-4,1938,exact,China,industrial,milestone,"The Yichang evacuation (Oct-Dec 1938): Lu Zuofu's Minsheng Shipping Company moves 30,000+ people and ~100,000 tons of supplies - including key industrial equipment - up the Yangtze through the Three Gorges to Sichuan in about 40 days before Yichang's fall, saving much of China's wartime industrial base (the 'Dunkirk of Chinese industry').","'Recharging China in War and Revolution, 1882-1955' (Cornell University Press, 2021)",independent-academic|encyclopedic,ESTABLISHED,"Provenance: straggler-sweep, author-approved CONVERT from CN-1940-1 (diffuse). Anchor: the evacuation operation itself (Lu Zuofu arrived Yichang 23 Oct 1938, after Wuhan's fall; ~40 days). Verified via the straggler ritual: independent-academic (Cornell UP, 2021; peer-reviewed PMC study on NRC wartime industrial relocation) + encyclopedic (Lu Zuofu). NON-EVIDENTIARY FLAG: the popular '1.5 million people' figure traces to a non-evidentiary source (Minghui) and is NOT asserted; the claim centers the independently-attested ~30,000 people / ~100,000 tons incl. industrial equipment.",straggler
CN-2010-4,2010,range,China,industrial,milestone,"Over 2010-2023, China rose to hold more than 80% of global manufacturing CAPACITY at every stage of the crystalline-silicon solar PV supply chain (polysilicon, ingots, wafers, cells, modules), reaching 97% of wafer capacity, up from roughly 50-80% per stage in 2010.","IEA, Special Report on Solar PV Global Supply Chains (2022) - every stage exceeds 80% of capacity; wafers 97% (from 80% in 2010); cells ~80%; modules ~70% production/>80% capacity; polysilicon ~80% | IEA, Advancing Clean Technology Manufacturing (2024) - >80% modules and 95% wafers in 2023 | Wood Mackenzie (2023, independent) - corroborates >80% all-stage capacity and >95% wafers",international-body,ESTABLISHED,"Amendment-4 cumulative-trajectory row: independently-maintained IEA series (international-body), year_precision=range, filed at START-year 2010 with span in claim. Figures are CAPACITY-basis on purpose - module PRODUCTION was ~70% in 2021, so 'capacity' is kept in the claim (per IEA's own capacity-vs-production distinction). Independently corroborated by Wood Mackenzie (2023). Verified batch 11. Falsifier: an IEA/WoodMac edition showing China below 80% capacity at any stage.",11
CN-2024-2,2024,circa,China,industrial,milestone,"As of 2024 China accounted for roughly 69% of world rare-earth MINE production, and a materially higher share of rare-earth REFINING/separation - the distinction being the point: refining is more concentrated than mining.","USGS, Mineral Commodity Summaries 2025 (Rare Earths, D. J. Cordier) - China 270,000 t of 390,000 t world mine production in 2024 (69%) | IEA, Global Critical Minerals Outlook 2025 - refining remains more concentrated than mining (top-3 refiners 86% vs top-3 miners 77% in 2024); China supplied ~90% of 2020-2024 growth in refined rare-earth output",official-national|international-body,ESTABLISHED,"Two qualifying sources: USGS (official-national, US federal) for the exact 2024 mining share (270k/390k = 69.2%); IEA (international-body) for the processing-more-concentrated-than-mining claim and the top-single-supplier (China) ~90% of refining growth. The processing/mining SEPARATION is the required distinction. Precise per-year processing % (often cited ~85-90%) is stated qualitatively from IEA primary, not as a bare number. Xu Guangxian's separation chemistry (CN-1978-4) is the innovation behind this dominance. Verified batch 11. Falsifier: a USGS/IEA edition showing China's refining share at or below its mining share.",11
CN-1978-4,1978,circa,China,science,invention,"Xu Guangxian ('father of Chinese rare-earth chemistry') developed a countercurrent/cascade solvent-extraction theory for rare-earth separation in the 1970s, providing the design basis for industrial-scale separation of individual rare-earth elements; recognized with China's State Preeminent Science and Technology Award (2008).","Xin & Ling, 'Xu Guangxian: Father of Chinese Rare Earths Chemistry' (scholarly biography, independent-academic) | Encyclopedic reference (Xu Guangxian) - 1970s countercurrent/cascade extraction; 2008 State Preeminent Science and Technology Award, presented at the Great Hall of the People 9 Jan 2009 (China's Nobel-equivalent)",independent-academic|encyclopedic,ESTABLISHED,"Anchor: the 1970s cascade/countercurrent extraction theory (invention), circa (commonly dated to the 1976 Baotou rare-earth conference; encyclopedic sources say 'the 1970s'). Qualifying source: independent-academic scholarly biography; encyclopedic reference corroborates; the 2008 State award is independent recognition. EXCLUDED from the ESTABLISHED claim (interested-party/uncorroborated, not adopted): the circulated quantitative impact figures ('cut separation cost >60%', '99.99% purity') - Chinese industry/state-media sourced. Underpins CN-2024-2. Verified batch 11.",11
CN-2013-3,2013,exact,China,industrial,milestone,"China became the world's largest market for industrial robots in 2013 (world's #1 in annual installations) and has led every year since - installing 295,000 of the 542,000 industrial robots deployed worldwide in 2024 (54%, more than the rest of the world combined).","USGS/USITC executive briefing, 'The Industrial Robotics Industry in China' - China became the world's largest industrial-robot market in 2013 | IFR (International Federation of Robotics), World Robotics 2025 - China installed 295,000 of 542,000 units globally in 2024 (54%) | ITIF (2023, independent) - corroborates China's density passing the US in 2021",official-national|industry-federation,ESTABLISHED,"Anchor: 2013 (China became #1 in annual installations) - confirmed by USITC (official-national, US government, independent of China). Magnitude (54%, 2024) from IFR World Robotics 2025. Robot density (context): China 470 robots/10,000 manufacturing workers in 2023 (3rd globally), having passed the US in 2021 (322 vs 274) and Germany and Japan in 2023 - corroborated independently by ITIF (2023-02-27). DATA-INTEGRITY FLAG: IFR is an industry federation with member self-reporting and China's domestic-maker share reached 57% in 2024; the 2013 #1 anchor rests on the independent USITC source, not IFR. Verified batch 11. Falsifier: an IFR World Robotics edition showing China not #1 in annual installations.",11
CN-2020-4,2020,exact,China,innovation,commercial-deployment,"BYD launched the Blade battery - a cell-to-pack lithium-iron-phosphate (LFP) battery in a structural blade form factor - on 29 March 2020, first deployed in the BYD Han EV (July 2020), the first mass-produced vehicle built on the pack.","The Driven (30 Mar 2020, independent EV trade press) - BYD introduces the Blade battery | Reuters via Autoblog (30 Mar 2020, independent wire) - BYD's new 'Blade' battery resists fire while maintaining range",journalistic|journalistic,ESTABLISHED,"Two independent journalistic sources (The Driven; Reuters wire) - do not cite each other. Anchor: 29 Mar 2020 launch + Han EV deployment Jul 2020 (cell-to-pack LFP architecture). ASSERTS THE DEPLOYMENT, not a safety superlative: BYD's thermal-safety/nail-penetration claims rest substantially on BYD's own demonstration; independent standardized comparative testing is thinner than the marketing - not adopted into the claim. Blade 2.0 (launched 5 Mar 2026) is HELD (recency; specs manufacturer-stated, no independent teardown) - see verification_log. Verified batch 11.",11
CN-2025-2,2025,exact,China,innovation,commercial-deployment,"CATL unveiled its Naxtra sodium-ion battery brand on 21 April 2025, and in September 2025 Naxtra became the first sodium-ion power battery to pass China's GB 38031-2025 safety standard.","Reuters (21 Apr 2025, independent wire) - CATL launches new sodium-ion battery brand | CarNewsChina (8 Sep 2025, independent) - Naxtra passes GB 38031-2025 safety standard | Charged EVs (independent trade press) - CATL Naxtra sodium-ion mass-production plan",journalistic|journalistic,ESTABLISHED,"Two independent journalistic sources for the datable anchors: brand launch 21 Apr 2025 (Reuters wire) and GB 38031-2025 safety certification Sep 2025 (CarNewsChina). ASSERTS THE LAUNCH + CERTIFICATION only. HELD, not asserted (see verification_log): mass-production 'at scale' and the first sodium-ion EV (Changan Nevo A06, due mid-2026) are CATL-scheduled/announced-only. Performance figures (175 Wh/kg, ~500 km, >10,000 cycles, -40C) are manufacturer-stated, not independently benchmarked - not adopted. Verified batch 11.",11
CN-2017-2,2017,exact,China,industrial,milestone,"CATL became the world's largest EV/lithium-ion battery maker by installed capacity in 2017, overtaking Panasonic, and has held the #1 global position every year through 2025 - reaching about 37.9% global share in 2024 and 39.2% in 2025.","SNE Research (independent market-research, via CnEVPost and electrive) - CATL 37.9% global EV-battery share 2024, 39.2% in 2025 (464.7 GWh installed) | TIME and Quartz (independent) - CATL overtook Panasonic to become the world's largest lithium-ion battery producer by 2017",journalistic|journalistic,ESTABLISHED,Milestone anchor 2017 (overtook Panasonic) - kept DISTINCT from CATL's 2011 founding (CN-2011-1) per the two-anchor rule. Share figures from SNE Research (the standard independent EV-battery market authority) via CnEVPost (2024) and electrive (2025); '2017 first-place year' from TIME and Quartz (independent). Pinned to EV/power-battery installed capacity to stay falsifiable. Verified batch 11. Falsifier: an SNE Research annual ranking with CATL not #1 by installed EV-battery capacity.,11
US-2023-1,2023,exact,US,industrial,milestone,"In calendar year 2023 the United States became the world's largest exporter of liquefied natural gas, averaging 11.9 Bcf/d and surpassing Australia and Qatar (each about 10.1-10.5 Bcf/d).","US Energy Information Administration (EIA), 'The United States was the world's largest liquefied natural gas exporter in 2023' (1 Apr 2024) - US 11.9 Bcf/d, +12% y/y, ahead of Australia and Qatar",official-national,ESTABLISHED,"Single qualifying source: EIA (official-national). Distinct from the shale-production row (US-2008-4): this is the LNG-EXPORT ranking milestone, not upstream production. Anchor: full calendar year 2023 (Freeport LNG's Feb 2023 return drove the increase). Verified batch 11. Falsifier: an EIA/IEA annual series showing another country as the largest LNG exporter in 2023.",11
US-2024-3,2024,exact,US,industrial,commercial-deployment,"By late 2024 TSMC's Fab 21 in Phoenix, Arizona began high-volume manufacturing of 4-nanometre-class (N4) logic chips - the first leading-edge (sub-5nm) semiconductor production on US soil - confirmed by the US Commerce Department in January 2025.","US Department of Commerce / Secretary Gina Raimondo (Jan 2025, official-national) - 'for the first time ever...we are making leading edge four-nanometer chips on American soil...on par in yield and quality with Taiwan' | Silicon UK (independent) - TSMC begins 4nm chip production in Arizona; N4 high-volume production began Q4 2024",official-national|journalistic,ESTABLISHED,"Qualifying source: US Commerce Department confirmation (official-national), Jan 2025; corroborated by Silicon UK (journalistic). ATTRIBUTION: the operator TSMC is Taiwanese; the achievement is US-LOCATED leading-edge manufacturing (reshoring), attributed to the US on the realization-location rule with the foreign-operator caveat logged. Distinct from Nvidia's AI-hardware design row (US-2024-2): this is fabrication, not design. Anchor: N4 high-volume production began Q4 2024. Verified batch 11.",11
US-2025-1,2025,exact,US,innovation,commercial-deployment,OpenAI released GPT-5 on 7 August 2025; independent evaluations reported 74.9% on SWE-bench Verified and 88.4% on GPQA Diamond.,"Artificial Analysis (independent LLM benchmarking) - GPT-5 evaluation | LLM-Stats (independent, gpt-5-2025-08-07) - benchmark scores including 74.9% SWE-bench Verified, 88.4% GPQA Diamond",independent-academic|journalistic,ESTABLISHED,"Same evidentiary shape as the DeepSeek row (CN-2025-1): datable release (7 Aug 2025) + INDEPENDENT third-party benchmarking (Artificial Analysis; LLM-Stats), not the vendor's self-reported table. Symmetry: corrects the prior asymmetry where China had a 2025 frontier-AI row (DeepSeek) and the US did not. ONE US 2025 flagship AI row is added to match ONE China 2025 AI row - Gemini 3 (Nov 2025) and Claude releases are NOT separately added to avoid over-weighting. Kimi K3 (China, 16 Jul 2026) is HELD on recency discipline (see verification_log). Verified batch 11.",11
US-2025-2,2025,exact,US,science,first-flight/launch,On 26 August 2025 SpaceX's Starship Flight 10 completed the vehicle's first successful in-space payload deployment (eight Starlink mass simulators) and a controlled splashdown - its first fully successful upper-stage mission.,"Spaceflight Now (27 Aug 2025, independent) - SpaceX launches Super Heavy-Starship on critical test flight | PBS NewsHour (independent) - Starship deploys 8 dummy satellites then splashes down",journalistic|journalistic,ESTABLISHED,"Two independent journalistic sources. Anchor: Flight 10, 26 Aug 2025 - first successful Starship payload deploy + controlled splashdown, after three consecutive earlier-2025 upper-stage failures (Flights 7-9). NOT claimed: a fully-successful orbital flight WITH tower catch (has not occurred; booster catches happened on Flights 5/7/8 but the upper stage was lost). Verified batch 11.",11
US-2024-4,2024,exact,US,science,milestone,"Following the December 2022 first fusion ignition, the US National Ignition Facility repeatedly reproduced net-energy-gain fusion, reaching a record 5.2 MJ yield from 2.2 MJ of laser input (target gain about 2.3) on 10 February 2024 - establishing repeatability, not a single shot.","Lawrence Livermore National Laboratory (LLNL), FY2024 NIF Annual Report (official) - 5.2 MJ yield, target gain ~2.3, 10 Feb 2024 | Nature (2024, independent) - how NIF smashed the fusion record",official-national|journalistic,ESTABLISHED,"DISTINCT second anchor from the Dec 2022 first-ignition milestone (US-2022-2) per the two-anchor rule: the notable new fact is REPEATABILITY and rising yield (record 5.2 MJ, gain ~2.3). Qualifying source LLNL (official-national) + Nature (independent journalistic). Verified batch 11. Falsifier: LLNL data showing the 10 Feb 2024 shot did not exceed prior yields / gain.",11
CN-2025-3,2025,circa,China,innovation,invention,"Chinese state media and Huawei/SMIC-linked industry reports claimed (late 2025) a domestic EUV lithography prototype had been validated - RECORDED HERE AS REPORTED, NOT ADOPTED: no independent party has demonstrated a working domestic EUV tool, and no chips have been shown produced on a domestic EUV machine.","The Diplomat, 'China's EUV Lithography Progress: Parsing Signal From Noise' (Jul 2026) | Digitimes (11 Mar 2025, 'reportedly...eye 2026 rollout') | TechPowerUp ('Reportedly Undergoing Testing') | TokenRing/FinancialContent syndication (29 Dec 2025, interested-party PR)",journalistic,REPORTED,"INTERESTED PARTY NAMED: Chinese state media / Huawei-SMIC-linked industry reports. MUNDANE-EXPLANATION WALL (equal prominence): no independent verification of a working domestic EUV tool exists; no domestic-EUV-produced chip has been demonstrated; China's CONFIRMED lithography progress is in DUV, not EUV; analysts describe commercial EUV as 'years away'. This is a provenance tag, not a rung above OPEN-UNVERIFIED, and may not be used as a premise for any higher-status claim. Reclassified REPORTED per the verification ritual (support is interested-party only). Revisit trigger: independent confirmation (teardown / verified EUV-patterned silicon). Verified batch 11.",11
